QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,T2M,T2M_RANGE,T2M_MAX,T2M_MIN
11.96,97.25,14.25,95.55,1.62,2.48,0.77,1.71,195.5,3.21,5.16,1.34,3.83,198.38,16.3,7.74,19.44,11.7
9.64,74.5,0.34,95.97,1.16,1.81,0.23,1.58,194.19,2.17,3.24,0.28,2.96,179.94,17.8,10.31,22.79,12.48
10.31,76.94,0.09,96.23,1.15,1.85,0.48,1.37,260.19,2.14,3.43,0.63,2.8,260.75,18.09,7.83,22.56,14.73
11.35,85.75,0.64,96.58,1.24,1.54,0.87,0.67,130.5,2.75,4.3,1.41,2.88,144.75,18.05,8.6,22.87,14.27
11.05,94.81,5.73,96.81,1.81,2.68,1.18,1.5,135.25,3.71,4.94,2.48,2.45,136.25,15.82,2.98,17.27,14.3
13.61,90.81,2.44,96.33,1.95,2.81,1.04,1.77,183.38,4.04,5.19,3.02,2.17,186.06,19.64,10.45,24.55,14.09
13.55,83.56,0.3,96.09,1.19,1.71,0.19,1.52,210.94,2.79,4.84,0.23,4.61,213.56,21.31,9.18,25.78,16.6
13.06,85.81,3.2,95.83,2.02,2.89,1.05,1.84,246,4.21,5.6,3.21,2.39,246.81,19.99,9.82,24.5,14.68
10.68,77.69,7.52,96.29,1.05,1.61,0.5,1.11,165.56,1.92,3.91,0.91,3,165.06,18.73,9.89,23.54,13.65
12.33,94.38,17.31,96,1.66,2.34,0.99,1.35,61.88,3.55,4.55,2.27,2.27,62.75,17.48,5.53,20.62,15.08
11.9,93.88,16.01,95.78,1.38,1.82,0.77,1.05,171.62,2.87,4.09,1.22,2.88,159.12,16.99,5.37,19.06,13.7
12.57,87.38,6.06,95.55,1.43,2.01,0.63,1.37,260.12,3.2,4.88,0.88,4,261.31,19.05,9.67,23.44,13.78
11.05,87.94,2.49,95.47,2.02,2.8,1.2,1.6,265.12,3.89,5.14,2.18,2.97,266.88,16.9,8.8,20.95,12.15
8.97,78.88,0.46,95.98,1.77,2.35,1.05,1.3,315,3.26,4.43,2.18,2.25,316.19,15.76,9.87,20.63,10.76
9.22,81.44,2.4,96.23,1.63,1.87,0.91,0.95,323.81,3.07,3.73,1.74,1.98,324.75,15.67,10.2,20.55,10.35
9.77,77.12,0.01,96.18,1.3,1.91,0.35,1.56,124.69,2.84,5.3,0.67,4.63,124.81,17.53,13.05,23.47,10.41
12.27,90.38,12.02,95.43,2.07,2.95,0.88,2.06,206.75,3.88,5.6,2.16,3.44,209.62,18.04,8.71,23.06,14.35
12.21,85.44,0.86,95.47,1.42,1.83,1,0.83,267.75,3.39,4.89,1.69,3.2,268.62,19.03,10.1,24.27,14.18
10.86,85,4.54,95.71,1.5,2.28,1.02,1.27,215.88,3.08,4.2,1.87,2.33,216.38,17.4,8.62,21.77,13.15
8,76.19,0.36,95.97,1.57,2.07,0.99,1.09,213.62,3.02,3.7,1.46,2.23,199.12,14.69,8.86,19.53,10.67
8.97,79.62,15.77,95.5,1.21,2.17,0.07,2.09,162.25,2.3,4.1,0.09,4.02,166.62,15.04,8.26,19.09,10.83
9.22,87.94,3.64,95.02,2.53,3.78,1.12,2.66,282.88,5.02,7.05,2.56,4.49,284.62,13.96,9.56,18.99,9.43
7.45,77.81,0.11,95.5,2.21,3.05,1.11,1.94,292.12,4.72,5.59,3.48,2.12,293.81,13.05,10.2,18.52,8.33
9.22,81.94,11,95.55,1.52,2.52,0.79,1.73,190.56,3.33,5.12,1.38,3.75,192.38,15.33,9.84,19.54,9.69
9.64,86.56,7.95,95.53,2.27,3.52,1.27,2.25,269.12,4.86,6.48,3.43,3.05,271.31,15.25,9.23,19.61,10.38
8.91,78.88,0.01,96.16,1.73,2.19,1.09,1.09,241.81,3.74,4.8,2.04,2.76,243.88,15.73,13.05,21.78,8.73
10.44,83.5,0.14,96.45,1.38,1.86,0.71,1.15,155.38,2.68,3.48,1.15,2.34,155.75,17.16,10.88,22.55,11.67
10.25,87.38,0.79,96.36,1.14,1.75,0.62,1.12,101.94,2.27,3.38,0.9,2.48,101,16,6.7,19.07,12.37
11.72,83.12,0.02,96.27,1.34,1.86,0.69,1.17,250.19,3.07,4.8,1.16,3.63,251.81,19.1,13.13,25.45,12.31
13.18,86,3.26,96.01,1.46,2.06,0.95,1.11,249.88,3.41,4.59,1.51,3.08,251.12,20.2,10.63,25.48,14.83
13.24,84.38,1.25,96.29,0.95,1.5,0.04,1.45,105.25,2.26,4.25,0.12,4.12,156.25,20.83,10.5,25.81,15.31
12.88,85.81,0.41,96.59,1.63,2.41,0.97,1.44,141.5,3.52,4.28,2.79,1.49,142.75,20.08,8.71,25.12,16.4
12.82,84.38,0.42,96.34,1.38,1.91,0.83,1.09,157,2.87,3.9,1.67,2.23,159.62,20.2,10.42,25.46,15.04
15.62,92.94,5.4,95.82,1.51,2.02,1.18,0.84,177.44,3.4,4.3,2.76,1.55,180.62,21.44,8.82,26.38,17.56
16.66,87.69,0.8,95.68,1.48,2.23,1.12,1.11,229.12,3.58,4.58,2.24,2.34,230.25,23.69,8.67,28.37,19.69
14.65,81.69,0.31,95.97,1.31,1.9,0.41,1.48,229.75,2.67,3.52,0.57,2.95,231.88,22.93,9.04,27.5,18.46
12.88,85.69,11.54,96.03,1.79,2.68,1.11,1.57,277.38,3.89,5.46,2.38,3.09,277.75,19.73,11.55,23.88,12.33
8.48,77.88,0.12,96.54,1.83,2.44,1.27,1.16,273.69,3.73,4.43,2.13,2.3,274.44,15.23,10.19,20.7,10.51
8.42,69.06,0.06,96.61,1.03,2.09,0.31,1.78,154.5,1.62,3.5,0.66,2.84,155.25,16.87,10.5,22.45,11.95
10.74,81.56,1.18,96.53,0.96,1.78,0.2,1.59,218.94,2.07,3.72,0.38,3.34,221.62,17.83,10.3,23.15,12.85
14.34,94.5,2.51,96.48,1.3,1.81,0.88,0.93,224.88,3.18,3.72,2.35,1.37,226.81,19.99,6.41,23.66,17.26
14.47,89.38,8.28,95.98,1.3,2,0.32,1.68,123.25,2.67,3.65,0.39,3.27,126.19,21.05,7.07,25.32,18.25
14.89,88.81,3.02,95.61,1.48,1.88,0.89,0.99,196.38,3.13,4.05,2.05,2,184,21.62,8.82,26.91,18.09
14.65,86.31,0.51,95.93,1.48,2.1,1.19,0.91,106.12,3.3,4.06,2.06,1.99,106.88,21.87,8.68,26.63,17.95
13.37,89.12,2.2,95.88,1.94,2.76,1.18,1.58,91,3.79,5.02,2.59,2.42,91.75,19.8,7.56,24.32,16.76
13.37,93.06,5.08,95.67,1.61,2.12,1.01,1.11,121.19,3.3,3.87,2.3,1.56,123.12,18.97,6.96,22.75,15.79
14.16,86.06,0.16,95.64,1.28,1.78,0.52,1.26,255.75,2.67,4.93,0.7,4.23,257.12,21.39,10.41,27.22,16.8
12.82,77.81,0,96.21,1.32,1.88,0.64,1.23,278.25,2.69,4.78,1.37,3.41,279.56,21.58,11.84,26.96,15.12
15.5,85.38,0.3,96.16,1.61,2.31,0.84,1.47,262.62,3.63,5.12,1.38,3.75,264.12,23.01,9.24,28.06,18.82
10.07,78.19,0.01,96.43,1.7,2.7,1.04,1.65,268.31,3.95,4.77,1.99,2.78,268.69,17.76,11.3,23.21,11.9
7.81,81.88,4.33,96.95,1.35,1.88,0.76,1.12,123.44,2.98,4.48,1.61,2.88,124.38,13.12,5.62,16.06,10.44
10.44,91.81,2.57,96.38,1.65,2.16,1.37,0.8,172.75,3.22,3.99,2.75,1.25,175.75,15.34,9,19.78,10.78
14.28,96.31,7.86,95.27,1.59,2.22,1.2,1.02,230.12,3.8,4.75,2.52,2.23,232.62,19.24,6.94,23.15,16.21
11.29,84.81,0.21,95.05,1.72,2.56,1.16,1.41,277.25,4.04,4.91,2.89,2.01,278.06,18.01,10.26,23,12.74
8.36,80.25,0.66,95.43,1.49,2.26,0.8,1.45,271.31,3.13,4.12,1.77,2.37,272.5,14.27,7.14,18,10.86
8.12,82.38,7.29,95.24,2.07,3.37,0.87,2.5,215,4.42,6.36,1.55,4.8,217,13.42,9.09,18.74,9.65
8.48,85.56,1.39,95.73,2.17,3.02,1.47,1.55,307.94,4.39,5.72,3.27,2.45,309.75,13.47,7.88,17.57,9.69
7.39,72.56,0.1,95.67,1.92,3.12,0.58,2.55,256.94,3.5,5.87,0.72,5.15,257.75,14.17,8.34,18.94,10.59
9.34,82.5,2.38,95.32,2.05,2.84,1.19,1.65,160.69,4.09,5.41,2.3,3.09,163.75,15.16,12.27,21.1,8.83
10.38,87.81,5.21,95.02,1.8,2.61,0.8,1.81,248.06,3.91,5.85,1.45,4.4,249.31,16.01,9.54,21.41,11.87
8.85,82.94,0.35,95.5,1.84,2.98,0.98,1.99,252.5,3.67,5.58,2.15,3.43,253.75,14.6,8.95,19.56,10.62
10.99,83.06,3.21,95.33,2.58,3.59,1.47,2.12,172.62,5.43,6.89,3.89,3,175.62,17.66,13.5,23.82,10.32
11.35,88.5,18.14,95.21,0.92,1.66,0.36,1.3,218.5,2.03,3.89,0.48,3.41,203.56,17.24,7.59,21.62,14.03
8.54,83.06,2.13,95.27,2.19,3.52,0.74,2.77,296.56,4.45,6.58,1.07,5.51,297.62,13.88,9.66,17.94,8.27
7.81,80.25,0.01,96.02,1.74,2.36,1.29,1.07,241.69,4.14,5.58,2.24,3.34,242.94,13.37,12.98,19.8,6.81
9.95,85.5,0.09,95.67,2.17,3.32,1.27,2.05,249.19,4.68,6.65,2.42,4.23,251,15.73,10.62,22.25,11.63
7.57,75.81,0.19,95.84,1.8,3.06,0.35,2.71,282.31,3.99,5.72,0.78,4.94,283,13.78,11.02,19.17,8.15
7.63,77.5,0.46,96.05,1.53,2.61,0.48,2.14,245.12,3.12,5.52,0.87,4.65,246.31,13.51,12.15,19.48,7.33
12.21,93.69,16.68,95.68,2.16,3.07,0.72,2.35,222.19,4.52,6.02,2.13,3.88,224.75,17.35,10.68,24.21,13.53
8.61,83.44,0.17,96.73,1.29,2.04,0.72,1.32,159.38,2.73,3.73,1.98,1.76,144.44,14.48,10.89,20.68,9.78
9.7,85.88,0.04,96.78,1.58,2.52,1.1,1.42,161,3.55,4.43,2.16,2.27,162.38,15.18,12.66,21.64,8.98
11.54,88.19,1.27,96.12,1.45,2.2,1.08,1.12,277.06,3.09,4.37,1.93,2.43,263,17.51,11.02,23.92,12.9
6.96,77.88,0.01,96.44,1.87,2.53,1.3,1.23,237.62,3.65,4.58,3.16,1.41,224.44,12.3,11.05,18.37,7.32
7.02,78.06,0,97.01,1.59,2.19,0.85,1.34,138.19,3.32,5.31,1.55,3.77,139.56,12.67,12.94,19.89,6.95
7.69,80.75,0.07,97,1.79,2.78,1.3,1.48,172.12,3.99,4.98,2.47,2.51,174.31,13.19,10.2,19.04,8.83
11.96,92.94,2.08,96.4,2.04,3.01,1.29,1.72,164,4.38,5.68,3.32,2.36,166.62,17.23,10.52,22.34,11.81
12.27,89.62,1.87,96.17,2.89,3.58,2.03,1.55,149.12,5.73,6.8,4.28,2.52,152.56,18.44,6.38,22.71,16.33
12.51,97.06,23.3,95.94,2.94,4.53,1.35,3.18,177.19,5.92,8.89,3,5.89,180,17.07,9.41,20.13,10.72
8.61,81.06,0.2,95.9,1.18,1.95,0.22,1.73,196.19,2.27,3.7,0.31,3.39,198.62,14.69,10.61,20.31,9.71
7.87,82.62,1.83,95.24,1.97,3.27,0.94,2.34,284.75,4.3,6.2,1.55,4.65,285.75,12.69,7.79,16.98,9.19
8.3,89.62,2.1,95.22,1.77,2.49,1.02,1.47,233.5,4.06,4.9,2.91,1.98,235.06,11.94,10.19,16.4,6.22
7.26,83.62,0.37,95.31,1.52,2.05,1.03,1.02,327.31,3.42,4.63,2.2,2.43,327.94,11.47,12.47,17.14,4.67
5.55,80.31,1.06,95.69,1.44,1.94,1.02,0.91,339.31,2.95,3.55,2.11,1.44,340.5,8.19,11.04,13.88,2.84
6.29,92.06,1.51,96,1.63,2.23,1.1,1.12,326.62,3.24,4.06,2.28,1.79,328.94,7.75,4.55,10.45,5.9
5.86,83.19,0.24,96.21,1.92,3.22,1.21,2,289.81,4.4,6.12,3.12,2.99,291.44,8.49,7.59,12.86,5.27
7.08,95.56,5.95,95.97,0.91,1.52,0.16,1.35,176.5,1.98,4,0.4,3.6,178.94,8.83,5.33,10.94,5.62
7.81,96.88,4.54,95.87,0.98,1.45,0.63,0.82,111.25,2.17,3.24,0.95,2.29,111.81,10.13,4.46,12.42,7.96
6.96,88,0.31,96.24,1.39,1.77,0.91,0.86,114.94,2.99,3.64,2.19,1.46,114.75,10.19,7.77,15.22,7.45
6.47,74.38,0.04,96.7,0.92,1.52,0.38,1.14,126.62,1.52,2.36,0.6,1.76,125.12,11.93,11.25,17.9,6.65
6.96,74.81,0,96.98,1.47,2.3,0.46,1.85,171.31,2.28,3.68,0.77,2.91,156.94,12.85,13.82,20.12,6.3
7.69,82,0,96.67,1.56,2.17,0.22,1.96,210.81,2.66,4.27,0.34,3.94,210.06,12.9,12.12,20.01,7.9
8.06,83.44,0.03,96.53,1.59,2.12,0.64,1.48,174.88,3.23,4.79,0.88,3.91,204.75,13.01,13.23,20.17,6.94
5.98,79.81,0.01,96.92,1.72,2.1,1.32,0.78,133.31,3.59,4.63,2.29,2.35,134.31,9.63,9.16,15.19,6.03
7.02,92,0.02,96.72,1.43,2.04,1.09,0.95,158.69,3.02,4.07,1.98,2.09,160.44,9.17,6.01,13.02,7.01
8.48,88.5,0.01,96.33,0.99,1.82,0.1,1.72,185.69,1.58,2.8,0.14,2.66,186.31,12.9,11,19.23,8.23
9.22,82.56,0,96.18,1.31,1.85,0.28,1.57,236.44,2.12,3.12,0.42,2.7,237.44,15.13,12.55,21.76,9.2
9.03,79.44,0.27,95.8,1.27,1.98,0.44,1.54,239.62,2.12,4.29,0.66,3.62,239.75,15.51,11.07,21.51,10.44
10.01,90.56,0.63,95.65,1.43,1.68,0.75,0.93,280.25,3.28,4.63,2.08,2.55,281.5,14.83,10.28,20.78,10.5
10.68,93.88,2.47,95.56,1.42,1.78,0.94,0.84,161.5,3.19,3.91,2.16,1.76,163.94,15.18,7.02,19.21,12.18
11.35,93.31,20.76,94.83,2.71,3.89,1.48,2.4,180.25,5.32,7.58,3.51,4.07,183.94,16.2,8.84,20.92,12.08
6.47,84.19,5.98,94.72,2.21,3.24,1.09,2.15,294.25,4.41,5.76,2.55,3.21,295.69,9.42,6.1,12.69,6.58
5.49,90.31,2.55,94.92,2.42,3.24,1.47,1.77,295.81,4.52,5.71,2.88,2.84,298.06,5.97,5.01,8.58,3.57
4.76,85.75,1.09,95.04,2.88,4.23,1.4,2.84,290.69,5.47,7.87,2.87,5,292.69,4.67,5.48,8.18,2.69
5.92,80.5,0.43,95.45,1.55,2.08,0.61,1.47,267.44,2.97,3.73,0.77,2.96,269.12,9,10.9,14.8,3.9
7.81,96.88,1.91,95.53,1.48,1.88,0.88,1.01,197.5,3.3,4.56,1.44,3.12,199.56,9.76,8.03,14.01,5.98
6.96,90.19,3.88,95.2,1.92,2.96,1.29,1.67,252.69,4.05,5.36,2.88,2.48,254.75,9.05,14.23,14.93,0.7
3.78,78.5,0.01,95.55,1.41,1.88,1.03,0.85,320.31,3.01,4.7,1.55,3.16,320.62,3.16,10.24,9.05,-1.19
3.48,75.19,0.02,96.04,2.09,3.19,1.12,2.06,296.5,3.97,5.66,1.67,3.99,297.5,2.65,9.77,8.5,-1.27
4.39,90.56,5.34,96.12,1.89,2.38,0.78,1.6,95.31,3.32,4.13,1.15,2.98,95.81,2.75,3.68,4.1,0.42
5.62,96.56,9.11,95.23,3.23,3.99,2.26,1.73,64.94,5.89,7.56,4.12,3.44,67.5,5.17,3.59,6.73,3.13
4.88,78.62,0.75,95.29,3.34,4.01,2.46,1.54,33.75,6.36,7.6,5.05,2.55,36.94,6.47,7.35,11.26,3.92
4.21,80.81,0.01,95.77,1.86,2.53,1.16,1.38,49.69,3.55,4.95,2.48,2.48,50.62,4.13,11.8,10.99,-0.81
4.15,82.81,0.01,95.73,1.79,2.23,1.45,0.77,85.56,4.16,5.26,2.78,2.48,85.69,2.93,13.66,11.05,-2.61
6.23,98.06,17.77,95.32,2.81,3.58,1.88,1.7,97.88,5.25,7.07,3.86,3.2,100.25,6.37,6.73,8.59,1.87
7.14,94.56,37.07,94.08,2.77,4.05,0.62,3.41,193.19,5.46,8.02,1.19,6.84,196.94,8.84,3.75,11.24,7.49
4.94,79.88,0.35,95.35,3.01,4.59,1.6,2.99,264.75,6.3,8.55,4.56,3.99,266.19,6.21,8.59,9.06,0.48
4.03,86.62,0.25,96.05,1.74,2.83,1.13,1.7,258.5,3.52,5.25,2.41,2.84,259.62,2.38,8.57,7.14,-1.43
3.42,92.25,0.87,96.25,1.73,2.18,1.11,1.07,294.25,3.25,4.12,1.85,2.27,294.62,-0.9,9.42,4.43,-4.99
2.62,74.75,0.01,96.67,1.33,1.97,0.41,1.55,274.56,2.41,3.56,0.52,3.04,274.62,-0.88,8.86,3.76,-5.1
2.93,83,0.01,96.74,1.67,2.54,1.18,1.36,313.56,3.68,4.55,2.32,2.23,314,-1,8.49,3.97,-4.52
3.11,81.38,0,96.79,1.79,2.41,1.11,1.3,252.12,3.2,3.91,1.78,2.13,253.38,0.23,10.73,7.12,-3.61
3.36,72.5,0,96.29,1.6,2.39,0.49,1.9,237.56,2.4,3.75,0.74,3.01,238.69,2.64,11.79,9.48,-2.31
4.76,85.31,0,96.17,1.76,2.55,0.8,1.75,298.31,2.96,4.38,1.03,3.34,298.81,4.55,12.26,11.68,-0.58
5.62,94.31,0.14,95.94,1.81,2.56,0.6,1.96,258.12,3.69,5.27,0.79,4.48,258.38,4.51,11,10.7,-0.3
4.7,87.12,5.34,95.92,1.91,3.9,0.51,3.39,284.38,3.96,7.27,0.69,6.59,285.56,4.19,12.32,9.58,-2.74
3.48,81.5,0.15,96.72,1.47,2.62,0.37,2.26,242.31,3.31,5.23,0.62,4.61,242.25,1.39,11.32,7.71,-3.61
5.49,95.81,24.68,95.89,3.54,6.25,1.55,4.7,175.25,6.49,11.55,3.35,8.21,177.56,4.94,8.17,10.01,1.84
4.7,86.88,6.02,94.87,1.81,3.77,0.04,3.73,201.12,3.45,6.74,0.23,6.52,203.06,4.54,9.26,10.22,0.96
3.72,85.31,0.94,94.95,2.23,3.53,1.12,2.41,237.44,4.3,6.49,2.24,4.25,238.56,1.31,5.04,4.53,-0.51
3.85,91,3.91,94.61,2.38,3.49,1.23,2.27,243.94,4.55,6.3,2.7,3.59,246,0.69,4.59,3.4,-1.2
2.69,82.06,0.61,95.54,3.31,4.27,2.34,1.93,291.12,6.21,7.77,4.57,3.21,292.81,-2.13,6.13,0.9,-5.23
2.69,81.5,1.94,96.36,1.87,3.35,0.64,2.71,227.81,3.55,6.45,1.02,5.43,230.94,-2.18,7.79,1.31,-6.48
5.62,99.5,6.09,95.43,2.18,3.29,1.58,1.71,207.94,4.45,6.48,3.2,3.28,210.38,4.58,6.5,8.49,1.99
3.3,86.31,1.92,95.89,3.11,4.33,1.72,2.61,287.06,6.02,7.8,4,3.8,288.69,-0.48,5.4,2.37,-3.02
2.56,80.56,0.01,97.04,1.59,2.69,0.87,1.83,239.44,3.46,5.39,1.37,4.02,240.62,-2.12,8.7,2.8,-5.9
3.66,90.19,1.54,96.33,1.58,2.61,0.65,1.96,172.44,3.16,5.19,1.02,4.16,175.38,0.45,5.88,4.02,-1.85
4.27,91.19,2.45,95.01,2.32,2.92,1.52,1.4,251.25,4.9,6.19,3.78,2.4,252.31,1.72,9.77,5.12,-4.64
1.89,73.38,0.37,95.4,3.42,4.32,1.83,2.5,313.62,6.05,7.48,3.53,3.95,315.25,-5.11,2.72,-3.76,-6.48
1.89,76,0.05,96.23,3.12,4.09,1.84,2.26,317.25,5.73,7.08,4.27,2.81,319.19,-5.2,7.29,-0.59,-7.88
3.23,86.94,0.38,95.56,1.56,2.04,0.77,1.27,302.69,3.31,4.8,1.62,3.18,304.25,-0.95,11.12,4.43,-6.7
3.91,96.06,6.61,94.06,1.24,3.91,0.1,3.8,244.25,2.4,6.69,0.29,6.4,246,0.12,3.82,1.75,-2.08
2.14,86.88,1.5,94.29,4.71,5.29,3.73,1.56,290.62,8.2,9.13,6.66,2.47,292.81,-5.85,4.74,-2.63,-7.37
1.83,81.31,0.08,95.01,1.95,3.61,0.67,2.94,251.25,3.48,6.45,1.12,5.34,251.75,-6.58,6.89,-3.09,-9.99
1.89,83.44,0.09,95.23,2.05,2.84,1.07,1.78,242.44,3.65,4.96,1.79,3.17,243.62,-6.48,8.27,-2.13,-10.41
2.14,91.31,0.33,95.22,1.84,2.73,0.71,2.02,267.19,3.27,4.9,1.55,3.34,268.38,-6.57,8.46,-2.99,-11.44
2.69,90.12,0.75,95.65,2.04,3.82,0.94,2.88,242.38,3.88,7.03,1.52,5.5,243.75,-3.58,6.95,0.51,-6.45
3.66,97.44,5.97,94.63,2.73,3.75,1.87,1.89,183,5.39,6.95,3.88,3.07,185.56,-1.24,8.81,2.43,-6.38
2.08,78.69,0.77,94.81,4.6,5.83,3.21,2.62,295.62,8.31,10.16,6.23,3.94,297.06,-5.76,11.66,0.48,-11.19
1.83,79,0.85,95.66,2.23,3.1,1.41,1.69,259.5,4.39,6.05,2.62,3.42,261.31,-6.99,10.14,-2.44,-12.58
2.14,86,0.92,96.56,1.98,2.59,0.94,1.65,232.38,3.71,4.98,1.69,3.29,231.81,-5.34,4.9,-2.85,-7.74
4.58,97.44,12.28,95.03,4.18,5.17,2.63,2.54,184.88,7.8,10.34,4.25,6.09,187.94,1.7,12.7,7.25,-5.45
2.08,70.81,0.31,95.59,3.49,5.32,1.94,3.38,289.5,6.36,9.81,3.43,6.38,289.69,-3.95,7.71,-0.89,-8.6
1.59,81.06,1.82,95.82,1.34,1.75,0.73,1.02,123.06,2.22,3.06,1.05,2.01,125.31,-8.62,4.04,-6.2,-10.24
1.65,87.69,0.49,95.91,1.76,3.33,0.5,2.83,270.81,3.01,5.52,0.8,4.73,270.88,-8.63,4.75,-6.24,-10.99
2.01,96.44,0.86,96.22,1.74,2.73,0.77,1.97,155.88,3.02,4.25,1.73,2.52,156.81,-8.1,6.53,-5.35,-11.88
4.03,99.56,14.98,94.77,3.1,5.76,0.84,4.91,170.12,6.03,11.09,2.15,8.94,172.88,-0.35,12.12,6.31,-5.81
2.81,74.69,0.15,95.12,4.66,6.7,3.26,3.44,267.06,8.81,12.29,6.98,5.31,268.88,-0.77,4.48,1.54,-2.95
3.66,86.56,0,95.67,3.12,3.73,2.27,1.47,262.31,6.47,7.4,4.59,2.82,263.81,0.79,5.9,4.55,-1.35
2.5,76.06,0.03,97,3.52,5.09,1.8,3.28,308.25,6.56,9.51,3.83,5.67,309.62,-2.37,8.34,0.81,-7.52
2.32,81.19,5.76,97.34,1.81,2.73,0.19,2.54,213.5,3.41,4.8,0.24,4.56,214.75,-3.94,8.59,0.34,-8.24
4.7,99.69,4.6,95.43,2.17,3.48,1.32,2.16,201.69,5.08,7.97,3.55,4.42,204.62,1.96,6.36,5.4,-0.96
3.72,80.56,0.16,95.34,4.71,5.67,3.47,2.2,281.62,8.94,11.13,6.51,4.62,282.69,1.6,10.46,6.97,-3.49
2.26,79,9.25,95.97,1.91,3.27,0.55,2.7,187.56,3.34,6.18,0.8,5.38,189.44,-4,3.05,-2.44,-5.49
1.95,91.69,2.86,95.73,2.94,4.11,1.56,2.55,272.38,5.09,6.77,2.52,4.26,274.12,-7.43,6.31,-4.74,-11.05
1.4,91.88,0,96.18,1.93,2.55,0.83,1.73,244.19,3.32,4.76,1.21,3.55,245.38,-11.33,9.29,-6.1,-15.39
2.26,92.5,0.12,95.52,2.66,4.02,1.26,2.77,232.38,5.05,7.34,1.72,5.62,233.38,-5.93,7.35,-2.14,-9.49
2.87,97.88,6.28,94.37,2.84,5.37,0.42,4.95,227.19,5.2,9.18,0.55,8.63,228.12,-4.2,9.14,0.05,-9.1
1.22,91.38,0.09,95.56,4.02,5.46,2.11,3.35,301.31,7.03,9.3,3.36,5.94,302.69,-12.88,9.8,-8.29,-18.1
1.34,92.88,0.03,95.75,1.77,2.45,1.12,1.33,282.19,2.79,3.93,1.66,2.27,282.81,-12.55,13.34,-5.52,-18.86
2.14,96.25,4.01,94.49,1.05,1.52,0.54,0.98,106.5,1.83,2.41,0.8,1.6,106.38,-7.35,5.95,-4.78,-10.72
2.5,97.69,0.83,95.02,2.72,3.83,1.02,2.8,306.56,4.91,6.64,2.44,4.2,308.12,-5.27,3.75,-3.39,-7.15
1.95,96.56,0.12,95.6,2.24,3.73,1.03,2.7,254.12,3.76,6.42,1.52,4.9,255.12,-8.22,5.8,-5.35,-11.16
2.69,98.94,1.55,94.93,2.33,3.45,1.52,1.93,231.88,4.56,6.6,3.51,3.09,233.5,-4.98,8.31,-0.47,-8.78
2.56,97,0.14,95.39,1.23,2.09,0.52,1.57,252.75,2.12,3.76,0.79,2.97,252.31,-5.22,6.95,-0.95,-7.89
3.05,96.94,0.46,95.5,1,2.01,0.27,1.73,217.25,1.8,4.27,0.37,3.91,218,-2.89,6.2,0.14,-6.06
3.48,98.88,1.53,95.46,1.09,2.02,0.38,1.64,178.5,2.22,4.19,0.48,3.7,179.88,-1.74,4.45,0.49,-3.96
3.85,99.81,0.89,95.04,1.52,2.28,1.09,1.2,211.81,3.48,4.77,2.03,2.73,212.88,-0.55,3.78,0.53,-3.25
3.05,97.56,4.48,94.7,2.55,3.92,1.31,2.61,335.88,4.45,6.38,3.13,3.26,337.38,-3.45,11.09,0.11,-10.98
0.98,93.56,0.01,96.02,2.63,3.4,1.94,1.47,331.19,4.78,6.05,3.08,2.98,332.19,-15.44,9.33,-11.35,-20.67
1.16,96.5,0,96.3,2.28,2.87,1.64,1.23,251.88,3.78,4.39,2.55,1.84,253.44,-15.01,15.25,-7.55,-22.8
2.93,99.06,0.4,95.17,2.51,3.9,1.34,2.55,192.69,4.89,7.2,3.07,4.13,195,-4.36,11.55,-0.06,-11.61
2.69,94.88,0.31,94.83,2.42,3.96,0.05,3.91,266.56,4.59,6.84,0.06,6.78,267.25,-4.35,5.78,-1.77,-7.55
1.95,96.06,3.41,95,3.02,4.82,0.39,4.44,194.31,5.02,7.89,0.54,7.36,195.81,-7.98,6.66,-6.02,-12.68
0.98,90.12,0.08,96.75,3.07,4.99,0.8,4.19,274.56,4.91,8.07,1.1,6.97,275.69,-14.64,5.2,-11.49,-16.68
2.5,96.38,3.59,95.5,3.77,6.09,2.05,4.03,213.19,6.74,10.62,4.71,5.9,216.12,-5.94,12.36,-0.68,-13.04
1.28,93.5,0.19,95.43,3.98,6.05,2.52,3.53,300,7.05,10.49,4.88,5.62,299.81,-12.64,12.29,-6.05,-18.33
0.43,89.12,0,96.59,3.1,3.9,1.77,2.12,291.31,5.09,6.62,2.4,4.23,292.25,-23.39,8.02,-19.31,-27.34
1.4,96.44,0.09,95.72,2.57,3.66,1.53,2.13,204.19,4.73,6.04,3.89,2.15,206.5,-13.36,19.65,-6.81,-26.45
2.44,99.31,0.39,95.56,1.51,2.13,0.41,1.72,180,2.77,3.6,0.55,3.05,182.38,-5.99,6.73,-2.4,-9.13
1.77,95.62,0.05,95.37,4.02,6.01,1.37,4.64,319.25,6.42,9.06,2.4,6.66,320.56,-10.2,16.69,-5.34,-22.02
0.37,93.06,0,95.98,5.12,6.07,3.22,2.85,315.38,7.81,9.15,5.19,3.96,317.75,-24.84,5.31,-22.28,-27.6
0.79,92.62,0,96.4,2.19,3.43,0.49,2.94,229.19,3.9,5.59,0.59,4.98,229.81,-18.72,19.26,-8.46,-27.73
