T2M,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
31.28,8.16,36.15,27.98,19.41,69.5,0.01,100.19,5.24,6.53,3.68,2.85,171.94,6.28,7.77,5.2,2.56,173.06
30.72,7.35,35.25,27.9,19.23,70.88,0.02,100.3,4.45,6.39,2.28,4.11,165.06,5.26,7.19,2.41,4.78,166.19
30.8,9.2,36.51,27.31,17.76,66.31,0.01,100.38,4.86,6.93,3.62,3.3,161.88,5.86,7.84,4.43,3.41,162.81
30.69,9.59,36.15,26.57,18.86,70.44,0.07,100.41,5.37,7.43,3.16,4.28,168.5,6.47,7.99,5.12,2.87,169.38
31.94,10.92,38.46,27.54,18.43,65.12,0.03,100.32,5.59,8.19,3.75,4.44,175.25,6.62,9.55,4.35,5.2,176.75
32.01,8.53,36.82,28.29,18.86,64.88,0.04,100.22,5.71,6.99,4.27,2.71,180.5,6.8,8.23,4.98,3.26,181.81
32.35,9.59,38.25,28.65,19.29,65.31,0.68,100.03,5.7,7.66,2.97,4.69,175.88,6.82,8.95,3.43,5.52,177.25
31.8,9.48,37.39,27.91,19.41,67.88,0.91,100.08,6.11,7.61,4.11,3.5,177.5,7.27,8.87,5.26,3.61,178.75
31.82,9.74,37.48,27.73,18.25,64.69,0.06,100.19,4.68,6.27,3.33,2.94,163.56,5.57,7.33,4.62,2.71,164.31
31.71,10.05,37.61,27.56,18.92,67.06,0.06,100.26,5.16,6.85,3.41,3.44,168.31,6.13,7.85,4.76,3.09,169.12
31.71,9.7,37.34,27.65,18.31,64.88,0.06,100.24,4.71,6.27,2.72,3.55,163.31,5.5,7.13,3.33,3.8,163.88
31.69,8.39,36.59,28.2,18.37,64.62,0.07,100.19,4.84,6.54,3.47,3.08,166.38,5.77,7.46,4.12,3.34,167.25
31.59,9.8,37.02,27.22,18.19,65,0.21,100.46,5.12,6.92,2.66,4.26,159.38,6.24,7.77,4.26,3.52,159.88
31.53,9.16,36.85,27.69,17.64,63.25,0.27,100.55,4.62,6.7,2.29,4.42,162.88,5.52,7.59,3.44,4.14,163.69
31.58,9.73,37.09,27.37,17.82,63.88,0.14,100.43,4.85,6.79,2.58,4.21,164.38,5.78,7.72,3.95,3.77,165.25
31.15,8.83,36.28,27.45,18.25,66.19,0.19,100.35,4.91,6.7,2.92,3.78,162,5.74,7.41,4.02,3.38,162.81
29.96,5.09,33.05,27.96,19.04,72.75,5.3,100.45,4.22,5.68,2.75,2.93,159.44,5.1,6.37,4.03,2.34,160.12
30.17,7.71,34.71,27.01,17.82,68.31,2.34,100.47,3.07,4.83,1.7,3.12,159.69,3.86,5.98,2.03,3.95,160.94
30.55,8.48,35.37,26.88,17.76,66.81,0.26,100.31,2.95,4.94,0.83,4.11,129.19,3.6,6.09,0.76,5.34,129.38
30.51,6.56,34.26,27.7,17.46,65.25,0.18,100.12,2.51,4.26,0.59,3.66,160.88,3.27,6.03,0.55,5.47,162.38
30.68,7.39,35.23,27.84,17.94,66.12,0.63,99.98,3.73,6.99,1.79,5.2,173.06,4.45,8.16,1.82,6.34,174.81
31.73,10.41,37.51,27.1,18.19,63.88,0.29,99.88,3.93,6.45,1.59,4.86,172.88,4.67,7.67,1.62,6.05,174.38
32.46,10.69,38.81,28.12,19.23,65.12,0.07,99.85,4.43,6.88,1.62,5.26,151.06,5.3,7.93,1.48,6.45,151.88
32.24,9.49,37.6,28.12,19.29,65.75,0.07,99.9,4.25,6.06,2.57,3.49,157.94,5.04,6.98,3.13,3.85,158.62
32.29,8.67,37.33,28.65,18.98,64.19,0.03,99.96,3.95,5.48,2.45,3.03,158.62,4.64,6.2,2.72,3.48,159.06
32.55,9.45,37.92,28.47,18.55,62,0.03,99.88,5.08,6.95,3.31,3.64,176.81,6,8.01,4.55,3.46,177.38
33.19,10.55,39.26,28.7,18.49,60.25,0.03,99.83,5.29,6.23,2.42,3.8,167.94,6.23,7.63,2.73,4.89,168.81
33.56,11.6,40.08,28.48,18.55,59.94,0.01,99.83,5.88,7.16,4.21,2.95,175.5,6.98,8.25,4.77,3.48,176.69
33.38,9.73,39,29.27,19.41,62.25,0,99.87,5.64,7.31,3.56,3.76,167.5,6.62,8.56,4.08,4.48,168.94
32.63,9.11,38.13,29.01,20.14,66.88,0,99.9,5.28,6.91,3.01,3.91,167.31,6.12,7.84,3.34,4.5,168.5
31.81,6.48,35.33,28.85,20.39,70.12,0,99.93,5.64,6.91,4.07,2.84,176.19,6.75,8.41,5.43,2.98,177
31.91,6.56,35.87,29.32,20.45,69.88,0.03,99.92,4.41,6.54,2.44,4.1,162.38,5.27,8.02,2.74,5.27,163.5
32,8.34,36.9,28.57,19.41,67.06,1.53,99.9,5.46,6.16,4.66,1.5,176.38,6.5,7.34,5.41,1.92,177.38
32.24,7.7,36.72,29.02,19.23,64.81,1.83,99.9,3.48,5.73,0.59,5.14,170.5,4.33,7.04,0.73,6.31,171.44
31.68,8.96,37.2,28.23,18.86,65.69,10.03,99.75,4.32,8.8,1.11,7.7,164.75,5.44,10.63,1.65,8.99,165.44
28.62,4.66,31.22,26.55,19.59,79.5,80.79,99.45,8.3,11.12,4.89,6.23,299.19,10.66,14.1,6.88,7.23,300.75
29.97,8.11,34.95,26.83,19.1,72.62,17.2,99.49,5.91,7.7,3.67,4.02,251.75,8.03,9.29,6.12,3.17,253.94
30.97,8.76,35.9,27.14,19.9,72.06,1.15,99.68,5.42,8.69,1.41,7.27,229.44,7.18,10.28,2.7,7.58,232.81
30.7,6.96,34.58,27.62,19.78,71.94,3.32,99.85,3.56,6.13,1.67,4.46,225.19,5.05,8.59,2.21,6.38,227.5
30.66,7.62,34.75,27.12,20.02,73.12,5.88,99.83,4.52,6.28,1.95,4.33,220.88,6.12,8.91,3.05,5.87,222.81
31.44,9.14,36.6,27.46,19.71,69.31,0.16,99.74,5.48,7.21,3.81,3.4,226,7.52,10.63,5.91,4.73,227.69
30.26,6.33,34.04,27.71,19.29,71.56,0.27,99.8,6.88,9.22,4.83,4.39,228.81,8.78,11.69,6.05,5.63,230.31
32.51,11.7,39.23,27.53,18.43,62.19,0,99.73,5.19,8.02,1.95,6.06,253.75,7.17,10.28,2.45,7.83,256.19
32.36,12.6,39.71,27.1,18.07,62.38,0,99.78,4.68,6.7,0.8,5.91,239.19,6.25,9.38,0.98,8.4,240.56
32.51,13.46,40.23,26.77,17.52,60.31,0.52,99.84,5.13,6.87,1.11,5.75,229.75,6.96,9.2,1.46,7.74,231.44
31.73,9.93,37.28,27.36,19.47,67.81,1.74,99.87,4.21,6.57,0.62,5.95,222.69,5.55,8.82,0.45,8.37,222.12
31.33,8.95,36.23,27.28,18.49,65.81,0.16,99.96,5.33,8.01,0.62,7.4,229.19,6.89,10.12,0.51,9.61,228.69
31.55,8.37,35.77,27.4,18.68,65.06,0.19,99.97,4.34,6.79,1.26,5.53,256.81,5.87,8.9,1.99,6.91,258.75
31.58,9.16,36.78,27.62,19.04,66.94,0.05,100,3.84,5.98,0.85,5.12,210.25,5.18,7.95,0.98,6.97,209.31
31.81,9.6,37.26,27.66,19.29,67.25,0.13,100.1,3.85,5.76,1.23,4.52,203.69,5.01,7.89,1.39,6.49,202.75
31.95,8.27,36.52,28.26,19.65,67.62,0.27,100.16,3.77,5.1,1.35,3.74,252.25,5.17,7.03,1.91,5.12,253.94
31.05,6.77,34.78,28.01,19.9,71.12,3.91,100.24,3.48,5.96,0.11,5.85,231.94,4.96,8.39,0.29,8.09,234.69
29.01,6.75,32.66,25.92,18.43,73.56,6.69,100.17,6.29,9.63,4.65,4.98,277,7.85,11.39,5.93,5.46,277.38
28.06,6.85,32.64,25.79,15.93,68.31,7.6,100.04,7.08,10.25,5.58,4.67,270.38,9.07,12.08,7.77,4.3,271.31
28.14,5.53,31.38,25.85,16.66,70.31,0.77,100.1,4.93,8.26,0.38,7.89,276.06,6.38,11.11,0.41,10.7,274.19
29.73,7.98,33.81,25.83,17.7,68.81,1.24,99.97,4.75,7.61,2.14,5.47,276.38,6.41,8.9,3.37,5.53,277.88
28.55,4.87,31.23,26.37,18.13,74.31,5.51,99.89,4.56,8.02,2.17,5.85,292.81,5.78,9.32,2.95,6.37,292.94
29.13,7.33,33.01,25.69,17.88,72.12,12.04,99.77,2.59,3.41,1.41,2,148.12,3.45,4.57,1.95,2.62,148.06
29.65,7.7,33.65,25.96,17.82,69.44,11.86,99.67,2.54,4.01,1.01,3,173.12,3.32,5.41,1.56,3.85,172.19
29.71,7.55,33.82,26.27,19.1,73.44,8,99.59,5.49,6.61,4.38,2.23,235.75,7.26,8.54,5.97,2.57,237.06
29.67,8.36,34.73,26.37,19.17,74.19,1.65,99.71,6.8,7.84,5.53,2.31,218.44,8.57,9.45,7.59,1.88,219.81
29.5,7.62,33.76,26.14,17.76,69.88,0.27,100.03,6.38,7.93,3.97,3.96,230.12,8.49,9.45,7.3,2.14,230.94
29.93,9.55,35.43,25.88,18.19,70.19,2.01,100.05,4.38,5.86,3.38,2.48,217.62,5.93,7.59,4.25,3.34,221
28.95,6.11,32.69,26.58,17.88,72.31,0.41,100.21,4.84,7.41,3.2,4.2,198.5,6.19,8.63,4.59,4.03,200.12
29.33,7.73,33.97,26.23,18.31,72.88,2,100.12,5.12,5.85,3.95,1.9,200.31,6.62,7.91,4.83,3.09,202.31
28.81,6.52,32.19,25.67,17.58,71.75,0.6,100.14,5.84,7.36,4.24,3.12,206.12,7.44,8.43,6.3,2.13,207.19
29.72,8.6,34.67,26.07,17.94,70.31,3.68,100.04,5.48,7.12,3.49,3.63,194.25,7.09,9.45,5.37,4.09,195.75
29.51,6.8,33.19,26.39,18.8,73.81,0.69,100.09,4.23,6.48,2.84,3.64,204.62,5.66,8.48,3.52,4.97,207.06
28.98,5.52,31.88,26.36,19.29,77.38,5.71,100.11,2.8,4.56,1.66,2.91,235.56,3.97,6.75,2.61,4.14,237
29.04,5.74,32.35,26.61,18.74,75.12,2.19,100.01,3.71,4.93,1.76,3.17,232.5,5.05,6.92,2.75,4.17,233.56
29.53,9.36,35.19,25.83,18.37,72.5,4.44,99.86,4.9,6.72,1.79,4.93,267.25,6.41,8.08,2.88,5.2,267.75
27.87,6.09,31.51,25.41,18.13,77.12,3.96,99.85,3.85,5.91,0.12,5.79,242.81,5.11,8.28,0.49,7.79,258.56
28.8,8.16,33.32,25.16,17.46,70.81,2.53,99.68,5.27,7.98,2.59,5.39,268.62,7.25,9.67,4.81,4.86,269.75
30.37,10.62,36.24,25.62,18.01,68.06,10.93,99.71,3.17,5.71,1.11,4.6,251.62,4.45,7.15,1.77,5.38,255.06
30.12,7.77,34.32,26.55,19.41,73.44,5.94,99.8,3.61,5.74,2.11,3.63,227.75,4.96,6.77,2.96,3.8,230.44
30.19,8.09,34.8,26.7,19.04,71.94,0.82,99.81,4.2,6.21,3.04,3.17,218.19,5.84,9.02,3.98,5.03,221.5
30.44,8.51,35.37,26.87,19.04,70.81,1.24,99.82,4.08,5.9,0.49,5.41,222.12,5.52,7.94,0.24,7.69,222.69
29.16,6.58,32.87,26.29,19.17,76.12,1.62,99.85,4.11,5.62,2.31,3.3,221.69,5.38,7.6,3.36,4.23,223.69
27.34,4.49,30.08,25.58,17.03,74.75,0.66,99.87,5.62,8.18,4.11,4.07,249.38,7.28,9.62,5.74,3.88,250.38
29.05,9.23,33.73,24.49,16.3,65.56,0.1,99.79,4.48,6.8,1.81,4.99,258.12,6.18,8.68,3.3,5.38,259.12
29.3,9.16,34.57,25.4,16.54,65.5,0.02,99.8,4.16,6.14,1.51,4.63,248.62,5.84,7.06,2.83,4.24,250.88
27.76,5.75,30.76,25.01,16.6,71.56,0.07,99.97,3.95,5.55,2.45,3.09,209.94,5.23,7.66,3.21,4.45,211.5
28.78,7.88,33.34,25.48,16.91,69.56,6.62,100.01,4.8,6.74,2.62,4.12,248.44,6.5,9.45,3.84,5.62,249.62
27.97,7.06,31.62,24.56,16.97,72.44,2.52,100.08,2.72,4.38,1.95,2.42,238.5,3.8,6.65,2.82,3.83,241.25
28.62,7.52,33.03,25.51,16.85,70,3.06,100.2,2.82,4.4,1.73,2.66,234.25,3.98,6.6,2.13,4.47,237.5
27.32,3.94,29.3,25.37,16.91,74.94,5.32,100.36,2.77,4.41,1.11,3.3,221.19,3.75,6.48,1.17,5.3,223.12
27.36,3.98,29.58,25.6,18.25,80.38,3.57,100.28,2.99,3.89,2.28,1.61,204.62,3.94,4.77,3.32,1.45,206
28.48,7.2,32.5,25.31,18.31,76.44,8.13,100.19,4.19,5.38,3.16,2.22,195.19,5.58,7.74,4.34,3.41,196.94
29.48,8.4,34.34,25.94,18.86,74.75,0.77,100.17,4.64,6.44,3.73,2.71,198.31,6.12,7.43,4.62,2.8,199.56
28.55,4.98,31.22,26.23,19.1,78.31,17.78,100.18,2.77,5.14,0.19,4.95,236.81,3.55,7.1,0.24,6.85,237.94
28.64,6.25,32.32,26.07,18.49,75.88,3.6,100.14,2.54,4.91,1.25,3.66,263.25,3.61,7.23,1.73,5.51,265.06
29.12,7.67,33.03,25.36,17.33,69.88,0.84,100.02,3.52,5.48,1.53,3.96,297.62,4.87,7.34,2.67,4.67,298.38
29.15,7.64,33.15,25.51,18.31,72.94,0.53,99.86,2.95,5.22,1.29,3.93,257.44,4.02,6.08,2.12,3.95,259.5
27.05,2.96,28.79,25.83,18.86,84,16.08,99.75,2.95,4.4,1.95,2.45,220.12,3.82,5.18,2.11,3.06,221
27.39,4.34,29.84,25.51,18.8,82.38,4.79,99.84,3.38,4.8,1.39,3.41,233.06,4.66,5.9,1.58,4.33,234.31
28.29,8.1,32.84,24.75,18.13,76.12,5.76,99.91,3.57,4.72,1.55,3.16,231.81,4.92,6.76,1.97,4.79,233.69
27.95,6.49,31.94,25.45,18.92,80.5,2.48,99.81,4.52,6.82,3.08,3.74,219.06,5.8,8.62,4.5,4.12,221.12
27.05,4.55,29.94,25.38,18.43,82.31,6.68,99.81,5.43,7.62,4.2,3.42,226,7.03,9.52,6.09,3.44,227.62
27.69,6.02,31.07,25.05,18.25,78.75,1.63,99.92,4.25,6.14,2.95,3.2,230.44,5.92,7.3,4.89,2.42,231.81
29.42,9.95,34.95,25,17.64,70.12,0.57,99.94,4.32,5.3,2.96,2.34,246.88,6.27,7.95,4.89,3.05,248.94
29,7.81,33.29,25.48,17.7,71.44,0.16,99.97,3.95,5.3,2.8,2.51,248.56,5.78,8.05,4.39,3.66,250.56
28.8,8.64,33.74,25.1,16.72,68.81,0.1,99.91,5.59,7.38,4.12,3.26,267,7.94,9.88,6.09,3.78,267.75
28.1,7.49,32.33,24.84,17.03,72,1.01,99.81,5.54,7.26,4.19,3.07,252.75,7.6,8.7,6.52,2.19,253.69
28.64,9.07,34.08,25.02,17.21,71.19,1.14,99.92,5.3,8.2,3.03,5.17,243.06,7.3,9.86,5.26,4.6,243.75
29.26,8.94,34.14,25.19,18.01,71.94,5.36,99.97,3.35,5.86,1,4.86,237.56,4.73,6.86,1.52,5.34,241.12
29.08,8.22,33.52,25.3,18.25,73.19,3.89,99.83,3.88,5.76,2.5,3.26,284.62,5.73,6.91,4.43,2.47,284.88
28.57,7.34,33.03,25.68,18.25,75,13.2,99.83,4.52,5.88,3.32,2.57,261.31,6.55,7.93,4.51,3.42,262.69
29.08,9.59,34.46,24.87,18.07,72.94,0.96,99.88,4.03,5.85,2.11,3.74,245.12,5.55,7,3.47,3.53,247.62
29.3,9.17,34.29,25.12,17.64,70.5,1,100.04,3.52,5.22,1.81,3.41,235,5,6.08,2.48,3.61,237.75
29.83,9.46,34.9,25.44,18.25,70.69,0.3,100.09,3.53,5.62,1.28,4.34,256.94,5.03,6.65,2.5,4.15,260.62
29.76,8.53,34.59,26.06,18.01,70,0.46,100.05,3.35,5.23,1.8,3.42,245.31,4.84,7.56,2.83,4.73,248.56
29.08,6.86,32.96,26.1,18.07,72.44,0.73,99.92,4.23,5.08,3.2,1.88,224.5,6.05,7.7,4.98,2.72,227.31
28.73,7.24,32.69,25.45,17.76,72.44,0.65,99.87,4.03,5.15,2.4,2.76,251,5.85,7.8,4.06,3.74,252.5
29.71,9.36,34.69,25.33,17.88,69.62,0.33,99.96,3.75,5.65,2.34,3.31,241.38,5.36,7.42,2.95,4.47,244.5
30.19,10.13,36.19,26.06,17.4,66.56,0.56,100,3.7,6.18,0.79,5.39,253.69,5.27,7.36,0.81,6.55,264.75
29.99,9.49,35.23,25.75,17.82,69,2.32,100.04,2.45,3.76,0.57,3.19,190.69,3.18,4.84,0.53,4.32,194.81
29.94,7.25,33.88,26.63,18.92,72.44,4.96,99.96,2.82,3.97,1.88,2.09,234.5,4.02,6.38,2.59,3.79,237.69
30.05,8.65,34.73,26.08,18.07,69.19,0.33,99.94,3.21,5.45,0.89,4.55,263.5,4.53,7.45,1.39,6.05,265.94
30.58,9.9,36.11,26.2,17.82,66.62,0.16,99.9,3.41,6.8,1.27,5.54,247.62,4.67,8.04,2,6.03,246.12
30.44,8.16,34.4,26.24,18.37,68.19,0.47,99.87,4.41,7.75,1.66,6.09,289.75,6.01,9.2,2.84,6.36,290.88
29.19,5.43,32.3,26.87,19.1,75.69,4.31,99.78,3.53,6.09,1.52,4.57,209.12,4.76,7.79,1.83,5.97,210.69
29.29,7.24,33.33,26.08,18.74,74.62,5.51,99.85,3.58,6.29,0.31,5.98,202.5,4.62,8.03,0.33,7.7,204.75
28.8,5.07,31.72,26.65,19.17,77.69,3.2,99.91,2.75,4.91,0.63,4.28,185.88,3.79,6.84,0.59,6.25,188.38
28.3,4.98,31.05,26.06,19.29,80.19,4.53,99.93,4.48,5.44,3.25,2.19,196,5.83,7.02,4.23,2.78,196.25
28.37,5.2,31.11,25.9,18.92,78.62,4.84,99.95,2.7,6.47,1.09,5.38,175.19,3.67,8.49,1.18,7.3,189.81
28.75,8.01,33.15,25.15,18.68,76.38,10.35,99.84,3.25,5.9,1.32,4.58,269.75,4.34,7.81,2.05,5.76,270.31
28.62,7.45,32.9,25.45,17.76,73.38,5.04,99.89,3.52,5.23,2.16,3.07,249.44,4.96,7.16,3.86,3.3,251.44
28.68,7.99,32.99,25,17.76,73,2.46,99.97,3.14,5.17,1.72,3.45,206.94,4.45,7.8,2.19,5.61,221.44
27.53,2.73,29.03,26.3,19.29,83.5,14.55,100.13,2.62,3.13,2.05,1.09,174.5,3.53,4.51,2.8,1.7,175
26.98,3.41,28.78,25.37,18.49,83.06,23.23,100.06,1.77,3.38,0.6,2.77,162.12,2.53,5.42,0.58,4.84,160.44
26.64,3.95,28.55,24.59,18.86,86.06,23.47,99.94,3.21,4.26,2.19,2.07,306.56,4.48,6.18,2.94,3.25,307
27.51,5.73,30.58,24.85,19.53,84.69,13.11,99.81,3.92,5.27,2.84,2.44,307.25,5.55,6.33,4.46,1.87,307.44
27.12,4.71,29.87,25.17,18.74,83.06,12.71,99.72,3.55,4.53,2.27,2.26,327.81,4.83,6.31,3.27,3.05,327.81
27.17,4.77,29.74,24.97,18.43,81.5,9.02,99.71,3.99,5.55,2.05,3.51,284.81,5.35,7.56,2.94,4.62,284.06
27.44,6.58,30.99,24.41,18.19,79.75,2.83,99.88,3.98,6.38,0.72,5.66,243.62,5.11,8.41,0.92,7.49,243.56
28.6,6.55,31.9,25.35,18.98,77.94,0.92,99.93,3.29,4.59,2.45,2.14,227.56,4.74,7.04,3.02,4.02,230.25
28.45,6.48,32.01,25.52,19.41,80.12,3.35,99.97,4.09,5.73,3.16,2.58,212.94,5.72,8.02,3.66,4.36,215.06
28.03,4.93,30.92,25.99,19.84,83.56,2.87,100,3.62,5.55,1.17,4.38,230.44,5.05,7.68,1.48,6.2,232.44
27.28,5.48,30.6,25.12,18.8,83.06,6.9,99.99,5.2,7.41,3.9,3.51,225.56,6.78,9.56,4.98,4.58,226.81
27.72,8.73,32.33,23.6,17.7,76.56,2.78,100.05,4.36,7,1.8,5.2,256.88,6.01,8.3,3.15,5.15,259.38
29.15,9.45,33.81,24.35,18.13,72.94,0.08,100.07,2.98,5.01,0.59,4.42,244.38,4.12,5.95,0.82,5.12,246.88
28.73,7.52,32.8,25.28,18.43,75.31,1.79,100.16,3.8,5.59,1.79,3.79,289.12,5.51,7.32,3.09,4.23,289.88
28.23,6.77,32.05,25.28,18.55,77.88,2.55,100.03,2.98,4.62,0.49,4.12,271.19,4.18,6.63,0.91,5.73,274.62
28.51,7.05,32.6,25.55,18.55,76.75,7.41,99.96,3.55,4.75,2.66,2.09,229.06,5.17,7.3,4.11,3.19,232.88
28.45,8.49,32.91,24.42,18.49,76.94,1.43,100.13,3.97,5.92,2.09,3.84,254.25,5.65,7.12,3.78,3.34,256.19
28.44,8.58,33.12,24.55,18.13,75.38,1.15,100.06,4.1,5.73,2.38,3.34,266.44,6.02,7.22,4.54,2.68,268.12
27.98,7.6,32.4,24.8,17.82,75.81,0.75,99.95,4.08,5.44,2.66,2.77,257.31,6.13,7.57,4.95,2.62,258.69
28.56,8.57,33.35,24.78,18.01,74.44,1.14,99.95,4.45,6.23,3.26,2.98,236.31,6.45,7.77,4.71,3.05,238.69
28.04,7.36,32.27,24.92,18.25,77.75,3.99,100.11,3.86,4.91,2.61,2.3,215.12,5.42,7.38,3.2,4.18,216.44
28.38,6.99,32.35,25.36,19.04,79.5,18.79,100.09,3.38,4.62,0.57,4.05,199.62,4.77,7.07,0.78,6.29,202
27.71,5.33,30.85,25.52,18.43,79.81,15.77,100.14,2.42,4.03,0.53,3.5,233.12,3.35,5.9,0.55,5.34,235.06
27.7,5.79,30.89,25.1,18.19,78.75,13.18,100.13,2.34,3.31,0.57,2.75,263.31,3.3,4.53,0.95,3.58,294
27.4,6.25,30.92,24.66,18.07,79.5,24.08,100.05,3.47,5.62,2.12,3.49,258.38,4.84,6.55,3.07,3.48,259.5
27.9,7.16,31.52,24.37,18.07,77.19,3.58,99.93,3.66,5.49,1.89,3.6,263.62,5.21,6.55,3.2,3.35,265.25
27.68,6.71,31.08,24.37,18.01,77.88,2.44,99.95,3.31,4.64,1.84,2.8,259.44,4.76,5.98,3.04,2.95,260.81
28.12,6.96,31.83,24.87,18.68,78.81,1.3,99.94,3.04,5.05,0.52,4.54,260.94,4.18,5.88,0.78,5.1,262.31
28.27,6.72,31.79,25.07,18.86,78.69,0.7,99.87,3.05,5.01,1.14,3.87,272.5,4.33,5.83,1.8,4.02,274.62
27.23,5.42,30.19,24.77,17.76,78.56,0.56,99.85,3.59,5.32,1.83,3.49,251.81,5.05,7.57,2.11,5.46,254.31
28.02,7.16,31.75,24.59,18.13,77,0.37,99.87,3,4.7,1.59,3.11,212.69,4.3,6.79,1.82,4.97,214.88
28.19,5.53,31.23,25.7,19.23,80.75,0.84,100.01,2.21,3.19,0.43,2.77,167.56,3.18,5.17,0.53,4.65,166.06
27.66,3.69,29.84,26.16,19.29,83.25,0.64,100.23,2.07,2.88,1.04,1.84,126.62,2.75,4.15,1.35,2.8,126.44
27.55,4.07,29.82,25.75,18.74,81.38,0.25,100.26,1.38,2.16,0.41,1.74,148.25,1.8,3.35,0.45,2.91,148.5
27.73,4.45,30.2,25.75,19.17,82.31,0.69,100.19,1.94,2.52,1.18,1.34,165.19,2.48,3.98,1.59,2.39,166.06
27.81,5.55,30.75,25.19,19.23,82.5,3.97,100.12,3.07,4.4,2.45,1.95,186.94,4.26,5.43,2.63,2.8,188.44
27.36,4.08,29.63,25.55,19.1,84,2.76,100.19,2.37,3.4,1.22,2.17,187.88,3.34,5.34,1.23,4.11,188.12
27.15,4.48,29.6,25.12,18.68,83.06,10.35,100.28,2.27,3.54,1.12,2.43,144.06,3.02,3.95,1.13,2.82,144
27.08,3.86,29.21,25.35,19.17,85.56,4.84,100.32,2.92,3.86,1.79,2.07,119.19,3.84,4.82,2.46,2.36,118.31
27.34,4,29.62,25.61,19.17,84.31,1.34,100.38,2.29,3.28,1.48,1.8,155.62,3.02,3.85,2.03,1.82,155.94
26.89,3.72,28.85,25.14,18.13,82.06,4.39,100.4,1.76,2.55,0.82,1.72,150.19,2.31,4.02,1.02,3,151.88
27.34,7.12,31.18,24.05,17.64,78.31,1.55,100.24,1.89,2.9,0.41,2.49,128.81,2.65,4.4,0.47,3.94,128.81
27.69,5.43,30.81,25.37,18.25,78.69,1.66,100.1,1.8,3.62,0.43,3.19,141.31,2.42,4.89,0.5,4.39,125.38
26.99,2.81,28.54,25.73,18.55,83.12,9.9,100.11,1.62,2.67,0.11,2.56,97.31,2.1,3.57,0.2,3.37,96.94
27.29,3.73,29.51,25.78,18.74,82.44,2.62,100.15,1.51,2.96,0.25,2.71,110.44,1.95,3.62,0.35,3.27,113
28.22,7.3,32.15,24.85,18.25,76.81,0.34,100.03,2.11,3.58,0.72,2.86,117,2.78,5.62,0.88,4.73,117.12
27.75,4.77,30.07,25.3,18.68,80,2.07,99.88,1.5,3.6,0.21,3.4,198,1.98,4.58,0.16,4.41,199
28.51,6.45,31.8,25.35,19.59,80.25,9.29,99.72,2.72,4.51,1.12,3.38,283,3.75,5.59,1.67,3.92,282.56
28.38,5.8,31.52,25.73,19.04,78.69,1.73,99.74,3,4.38,0.36,4.02,248.44,4.2,6.8,0.54,6.26,250.12
28.36,6.55,31.87,25.32,19.35,80.19,0.08,99.84,2.99,3.9,1.77,2.13,220.81,4.19,5.8,1.97,3.83,223.81
28.08,5.38,30.85,25.47,19.23,80.88,0.19,99.89,3.55,4.23,2.35,1.88,231.19,4.82,6.27,3.54,2.73,233.12
28.37,6.7,32.17,25.47,18.68,77.62,0.14,99.94,2.96,4.02,1.61,2.41,243.5,4.27,5.9,2.21,3.69,246
26.08,3.58,28.2,24.62,17.82,84.19,0.86,100.22,2.79,4.05,1.7,2.36,234.44,3.83,5.88,1.95,3.92,234.38
28.37,7.7,32.36,24.65,18.13,75.94,0.17,100.3,2.12,3.31,0.57,2.73,214.81,2.83,4.2,0.73,3.47,215.31
28.62,6.55,32.35,25.8,18.01,74.25,0.75,100.24,2.66,4.18,0.45,3.74,171.81,3.5,4.91,0.57,4.35,173.12
28.97,9.53,33.81,24.27,16.66,68.5,0,100.11,2.68,4.26,1.45,2.8,238.38,3.59,5.05,1.92,3.12,239.38
28.21,9.76,33.32,23.55,17.46,74.12,0.41,99.99,4.44,5.95,3.12,2.83,285.12,6.32,6.93,5.62,1.3,285.75
28.63,8.29,33.25,24.95,17.88,73.75,1.55,99.84,4.64,7.2,3.01,4.19,258.81,6.55,8.58,4.89,3.69,261
28.31,9.77,33.49,23.73,17.09,72.88,0.18,99.96,4.12,4.88,3.09,1.8,226.62,5.79,7.34,4.2,3.15,228.56
28.34,8.06,32.92,24.86,17.15,72.56,0.07,100.11,3.08,4.52,1.26,3.26,190.69,4.48,7.04,1.43,5.6,193.38
28.26,5.38,31.23,25.84,19.1,80.06,16.48,100.21,2.3,3.63,0.81,2.82,171.06,3.24,6.04,0.79,5.25,172.44
27.97,4.74,30.43,25.68,19.35,82.19,8.02,100.24,2.19,2.58,1.22,1.37,181.94,2.88,3.72,1.61,2.11,183.81
27.82,4.64,30.32,25.69,19.59,83.56,7.14,100.05,2.73,3.2,2.13,1.06,210.56,3.8,5.19,3.09,2.09,213.19
27.38,5.34,30.54,25.2,18.92,82.81,4.73,99.94,3.84,4.61,2.95,1.66,230.62,5.49,6.19,4.84,1.35,232
28.19,6.39,31.39,25,18.43,77.62,1.89,100.04,2.77,4.38,0.63,3.74,229.75,3.76,6.65,0.93,5.72,229.5
27.96,5.09,30.81,25.73,19.35,82.12,1.82,100.02,3.48,5.25,1.18,4.06,205.5,4.71,6.7,1.65,5.05,205.81
