QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,T2M,T2M_RANGE,T2M_MAX,T2M_MIN
3.42,94.25,2.42,98.75,9.66,12.74,5.84,6.91,227.94,12.34,15.89,8.1,7.79,229.25,-0.71,5.95,1.86,-4.09
2.26,84.88,0.16,99.95,6.35,10.71,2.66,8.05,244.75,8.4,13.2,4.54,8.66,245.38,-4.28,5.39,-1.39,-6.79
2.81,83.44,0.36,100.15,4.15,5.82,2.91,2.91,202.88,6.8,9.59,4.36,5.23,203.25,-1.56,9.25,1.94,-7.3
3.72,84.5,0.22,99.46,5.93,8.03,4.3,3.73,193.56,9.49,12.22,6.38,5.84,194.44,1.98,6.7,5.23,-1.46
4.21,87.12,0.17,99.55,6.54,8.64,1.98,6.65,211.94,9.48,11.66,3.3,8.35,212.5,3.33,6.73,7.42,0.69
5.13,76.38,0,99.33,7.05,9.94,2.04,7.9,203.62,10.78,13.77,3.16,10.62,203.81,8.32,15.68,17.52,1.84
5,83.19,0.01,99.67,4.04,5.98,1.73,4.24,73.12,5.84,10.43,2.53,7.9,73.88,6.51,11.86,13.05,1.19
4.09,76.06,0,99.98,6.01,8.82,2.49,6.33,242.69,8.24,11.12,4.01,7.11,242.62,5.17,9.41,9.55,0.14
3.97,78.12,0,99.75,2.27,3.83,0.34,3.48,174.56,3.16,5.44,0.37,5.07,172.19,4.18,10.38,9.62,-0.76
3.42,73.94,0.03,100.15,5.57,8.74,2.69,6.05,277.25,7.51,9.88,4.1,5.79,277.25,2.94,11.45,8.26,-3.19
2.69,65.69,0,100.61,1.36,3.64,0.23,3.41,191.75,1.96,6.31,0.22,6.09,193,1.87,10.33,6.82,-3.52
3.85,69.12,0.72,99.42,8.53,14.02,3.77,10.25,179.81,11.34,18.06,6.6,11.46,180.56,5.51,14.22,12.45,-1.77
3.72,73.75,1.26,99.77,12.02,14.45,7.56,6.88,219.5,15.27,18.41,10.52,7.89,220.56,3.79,6.3,6.76,0.45
3.72,64.38,0.07,99.73,9.23,11.55,7.35,4.2,203.88,12.21,14.21,10.38,3.84,204.81,6.22,9.13,10.81,1.68
4.33,72.94,5.12,98.51,8.24,10.88,4.85,6.02,201.31,10.62,13.73,7.02,6.7,202.19,6.56,12.32,14.29,1.98
2.87,75.94,1.46,99.16,6.01,7.94,3.79,4.15,303.38,7.7,9.11,5.55,3.56,303.75,-0.39,10.3,3.66,-6.63
1.65,63.06,0.03,100.94,3.4,4.73,1.75,2.98,310.44,4.32,5.21,2.67,2.54,309.75,-4.06,5.23,-1.91,-7.13
1.95,58.94,0,101.24,1.82,2.63,0.52,2.11,246.31,2.42,4.27,0.54,3.73,244.94,-1.13,7.24,2.58,-4.67
2.62,61.88,0,100.97,2.91,5.12,0.16,4.97,265.62,3.72,5.79,0.2,5.59,265,2,9.79,6.1,-3.68
2.99,58.31,0,101.17,1.38,2.41,0.18,2.23,216.81,1.75,3.45,0.2,3.25,217.81,4.59,7.87,8.51,0.65
3.54,64.81,0,101.1,2.56,4.12,1.41,2.7,284.88,3.67,7.5,1.59,5.91,286.06,5.61,13.74,12.02,-1.72
4.21,66.31,0,100.74,4.3,5.9,1.49,4.41,283.31,6.1,7.95,2.05,5.9,283.56,7.94,13.36,14.62,1.26
4.76,71.81,0,100.73,3.66,5.52,1.41,4.12,244.44,5.25,6.8,1.93,4.88,245.06,8.32,12.91,14.75,1.84
5.07,71.81,0.48,99.96,6.34,8.38,3.78,4.59,246.56,9.22,10.78,6.34,4.45,247.06,8.9,11.82,14.84,3.01
4.21,72.19,0.09,99.47,6.24,8.68,3.15,5.53,253.81,8.65,10.62,5.59,5.04,254.12,6.42,10.16,10.7,0.54
5.07,77,3.28,98.39,7.91,12.23,3.28,8.95,263.88,10.34,15.54,5.49,10.05,264.31,7.8,9.6,12.9,3.3
2.5,66.5,2.11,99.05,7.84,9.36,4.87,4.48,344.25,9.65,11.37,7.26,4.1,329.94,-0.28,7.81,2.41,-5.41
2.01,53.62,0,100.82,8.86,12.56,4.7,7.86,255,11.16,16.32,6.26,10.06,256.19,0.98,12.05,6.21,-5.84
2.69,52.25,0,99.98,10.01,13.02,5.82,7.21,214.19,13.31,16.07,9.78,6.29,215.56,4.62,12.02,10.82,-1.2
3.85,53.94,0.28,98.51,8.48,10,5.9,4.1,182.62,11.94,15.12,8.22,6.91,183.62,9.49,16.62,16.73,0.11
3.66,56.69,1.71,98.84,12.16,16.24,5.72,10.52,219.06,15.88,20.16,8.73,11.43,219.62,6.81,5.8,9.62,3.82
2.81,55.94,0.33,99.27,10.54,13.8,3.86,9.95,243.88,13.94,16.98,6.27,10.72,244.06,4.08,9.32,7.79,-1.53
2.44,67.88,0.52,99.96,6.37,9.8,3.27,6.53,279,8.23,11.62,4.7,6.93,279.25,-0.56,3.73,1.39,-2.34
2.99,74.38,1.02,100.54,5.04,6.72,3.46,3.26,243.56,6.87,8.2,5.76,2.45,244.19,1.1,7.57,5.01,-2.56
3.78,86,2.43,100.65,3.21,5.45,1.47,3.97,195.5,4.3,6.33,2.05,4.27,197.5,1.95,9.2,5.84,-3.37
5.43,65,0.05,100.41,3.97,6.39,1.16,5.23,255.44,5.52,7.95,1.6,6.34,255.94,12.23,16.55,19.47,2.91
5.62,60.69,0,100.06,4.02,5.16,2.79,2.37,179.94,6.21,9.72,4.09,5.63,180.44,13.76,15.48,21.32,5.83
6.59,64,0.03,99.31,4.88,6.11,3,3.11,216.12,7.52,9.77,5.98,3.8,216.56,14.9,16.2,22.69,6.49
7.75,69.69,0.05,99.3,4.23,6.31,2.68,3.63,253.19,6.65,10.91,3.7,7.21,253.62,16.36,14.25,22.53,8.27
4.88,58.81,0.83,99.82,9.2,12.35,5.44,6.91,285.12,11.99,14.78,8.72,6.06,285.69,10.9,13.27,14.41,1.15
2.75,55.12,0.33,101.57,5.45,6.88,3.5,3.38,257.81,7.55,8.45,6.39,2.07,258.5,5.24,13.77,11.89,-1.88
3.36,59.31,0,101.41,4.38,5.78,2.78,3,64.62,6.3,8.91,3.47,5.44,64.56,6.95,14.73,13.43,-1.3
3.91,56.62,0,100.54,5.32,6.94,3.85,3.09,180.12,7.91,9.2,5.7,3.51,180.69,9.38,18.49,18.02,-0.47
5.13,63.88,0.34,99.85,5.52,8.55,2.02,6.52,292.31,7.83,10.02,3.15,6.87,292.88,11.48,11.2,16.37,5.18
3.23,63.69,0.04,100.48,5.66,7.09,3.41,3.68,157.75,7.61,8.42,6.48,1.95,142.75,4.65,10.16,8.5,-1.67
2.93,58.62,0,100.92,2.45,3.34,0.6,2.74,161.75,3.35,6.05,0.83,5.22,161.88,4.62,13.12,9.93,-3.2
4.58,60.19,0,100.41,3.93,6.98,2.33,4.66,189.19,5.87,10.52,3.19,7.33,191,10.4,15.99,17.04,1.05
8.54,80.88,8.22,99.12,6.35,9.7,4.27,5.43,270.94,9.34,12.41,8.24,4.17,272.06,14.69,10.91,20.44,9.53
5.74,72,0.28,99.86,6.44,8.61,3.3,5.31,258.5,8.84,10.2,6.28,3.91,258.38,11.08,11.32,15.9,4.57
4.82,70.31,0,100.41,3.73,4.81,2.4,2.41,54.25,5.08,6.31,3.97,2.34,53.56,9.15,12.04,14.77,2.73
6.04,71.56,0.33,100.07,2.96,3.55,2.28,1.27,199.62,4.31,6.02,3.04,2.98,200.12,11.79,16.36,18.48,2.12
6.47,79.12,10.32,99.41,6.12,11.93,2.12,9.8,242.69,8.04,14.17,3.23,10.94,242.81,10.62,15.45,17.98,2.54
3.11,62.62,0.24,100.81,5.38,7.44,2.68,4.77,240.44,6.91,9.66,4.44,5.23,240.31,4.45,7.67,7.7,0.04
2.99,56.19,0,100.36,2.51,3.45,1.1,2.35,63.19,3.44,6.27,1.32,4.95,91.44,5.33,11.42,10.49,-0.93
3.66,58.94,0,99.34,4.87,7.86,2.01,5.85,62.19,6.36,9.25,2.91,6.34,62.44,7.56,14.12,13.65,-0.48
4.76,67,1.24,99.42,3.02,4.91,0.72,4.19,243.12,3.98,5.55,0.98,4.57,242.56,9.27,8.62,14,5.37
4.46,74.81,3.46,99.5,3.31,4.48,1.31,3.16,301.88,4.36,8.04,2.08,5.96,301.81,6.47,5.09,9.46,4.37
5.98,71.56,3.13,99.65,5.79,8.54,4.03,4.51,251.19,8.64,11.85,7.06,4.78,252,10.93,13.3,16.73,3.44
8.24,83.62,19.86,98.27,8.77,12.64,3.78,8.86,251,11.82,16.31,6.25,10.06,252.5,13.42,8.62,17.59,8.98
3.91,67.56,4.85,99.08,6.95,9.35,3.13,6.22,285.44,9.1,11.34,6.16,5.18,285.75,5.81,4.2,8.22,4.03
5.43,85,5.09,98.84,3.53,4.86,1.97,2.89,270.25,5.27,7.91,2.54,5.38,271.44,7.06,7.59,10.91,3.32
4.03,67.94,0.5,99.19,2.3,3.98,0.61,3.37,145.31,3.61,7.45,0.55,6.91,149.44,6.73,11.96,11.71,-0.25
5.31,80,9.92,98.39,3.27,5.06,1.58,3.48,225.56,4.71,6.2,1.61,4.59,226,7.83,7.88,12.58,4.71
4.27,67,0.27,98.48,5.35,7.32,3.09,4.23,286.25,7.34,8.48,5.34,3.13,286.06,7.63,8.12,11.18,3.06
4.52,79.69,1.98,99.06,4.59,6.93,2.1,4.83,298.44,6.11,8.31,3.45,4.86,299.25,5.65,5.17,7.95,2.78
4.21,70.94,0.55,100.07,4.12,6.17,2.38,3.79,321.12,5.7,7.21,3.53,3.68,306.44,6.63,6.82,9.62,2.8
4.21,77.94,1.58,100.53,3.07,4.13,2.12,2.01,237.88,4.33,6.33,2.98,3.35,237.62,5.29,6.48,7.96,1.47
3.85,66.81,0.16,100.73,3.29,4.34,0.85,3.49,186.56,4.58,7.97,1.26,6.71,186.5,6.39,10.15,10.54,0.4
6.29,84.81,7.46,99.95,6.14,9.73,2.64,7.08,221.19,8.55,12.12,4.88,7.23,222.88,9.15,9.33,13.4,4.08
5.37,71.94,1.67,99.75,4.77,6.2,2.77,3.42,281.75,6.35,8.03,5.36,2.67,251.88,10.13,9.22,13.74,4.52
4.52,66.38,0.03,100.06,3.19,4.02,1.71,2.31,234.06,4.41,7.33,1.96,5.37,233.88,8.77,11.15,13.43,2.28
5.86,71.31,6.36,99.05,6.56,9.36,4.22,5.14,220.62,9.16,12.3,6.96,5.34,222.06,10.87,10.02,15.21,5.19
4.52,67.44,0.25,98.95,3.88,5.69,1.88,3.81,290.75,5.25,7.69,2.52,5.16,290.62,8.56,9.27,12.76,3.5
4.09,62.44,1.38,99.14,3.64,5.77,0.99,4.77,257.88,5.04,9.63,1.45,8.19,257.25,7.83,6.2,10.6,4.4
4.88,67.81,3.65,99.51,5.94,8.66,0.48,8.17,248.56,7.7,10.88,0.62,10.24,249.12,9.25,7.88,13.27,5.39
5.98,64.75,0.32,99.78,4.75,6.39,2.7,3.7,188.25,7.01,10.34,3.98,6.36,189.31,13.25,15.71,19.13,3.42
8,78.06,1.46,99.29,4.86,6.28,3.13,3.15,254.56,7.27,8.45,6.14,2.3,254.81,14.37,10.31,19.36,9.05
6.71,70.25,0.04,99.82,3.01,4,2.23,1.77,230.81,4.59,7.66,2.46,5.2,245.5,13.86,11.3,19.39,8.08
7.45,69,0,99.76,4.82,6.52,3.42,3.09,77.44,7.05,7.98,5.48,2.51,77.75,15.62,12.49,21.01,8.52
8.85,72.88,0,99.37,4.84,6.45,3.77,2.68,77.56,7.25,9.1,4.83,4.27,78.5,17.43,13.13,23.32,10.19
9.83,72.12,0.06,98.98,4.02,5.19,2.7,2.49,93.44,6.05,7.91,4.46,3.45,94.19,19.2,14.7,25.1,10.39
11.6,74,0.02,98.95,2.59,4.52,0.59,3.93,253.44,4.26,8.78,0.62,8.16,253.56,21.33,14.33,27.32,12.98
11.35,68.75,0.02,99.37,2.84,3.34,2.35,0.99,271.88,4.19,6.09,2.96,3.12,271.44,22.18,11.66,27.37,15.71
9.4,66.94,0.03,99.53,4.13,5.72,2.49,3.23,314.88,5.66,6.62,3.91,2.72,315,19.72,9.67,23.92,14.24
9.03,66.81,0.49,99.69,2.98,4.38,1.76,2.62,298.5,3.88,5.05,2.51,2.55,298.12,19.12,9.95,23.02,13.08
9.46,66.38,0.01,99.83,2.22,2.76,1.55,1.21,85.44,2.86,4.23,1.94,2.29,55.81,20.08,11.81,24.48,12.67
10.5,68.12,0,99.76,2.7,3.77,1.24,2.54,90.81,3.74,5.2,1.51,3.69,91.38,21.33,10.94,25.98,15.03
12.15,74.25,0.26,99.65,4.16,6.06,2.57,3.49,57.62,6.29,8.15,4.4,3.75,58.31,22.16,10.23,26.63,16.4
12.51,74.25,0.29,99.54,4.7,6.42,3.3,3.12,37.38,6.86,7.84,5.06,2.78,37.75,22.69,11.3,27.16,15.87
14.1,85.12,1.41,99.22,4.14,5.22,3.24,1.98,45.56,6.43,8.16,4.92,3.23,46.31,21.94,8.38,25.64,17.26
14.95,82,1.21,98.91,3.07,3.64,2.31,1.33,107.19,4.64,6.4,3.45,2.95,107.69,23.55,8.52,27.25,18.73
13.43,77.62,1.43,99.12,3.5,4.77,1.78,2.99,302.31,5.51,8.68,2.02,6.65,302.56,22.78,8.66,27.11,18.45
11.23,63.69,0,99.7,2.1,3.53,0.06,3.47,274.75,2.94,7.08,0.11,6.97,272.94,23.55,11.44,27.42,15.98
11.41,59.06,0.02,99.32,1.72,2.38,0.3,2.09,206.56,2.44,3.65,0.52,3.12,221.5,24.94,11.22,29.54,18.32
10.56,66.94,0.05,99.18,3.73,4.8,1.96,2.84,269.62,5.21,7.24,3.33,3.91,269.69,21.48,9.89,25.37,15.48
8.97,66.88,0.01,99.73,3.67,4.73,2.25,2.48,32.62,5.01,7.45,3.54,3.91,32.38,19.15,9.76,23.07,13.31
9.58,65.38,0,99.39,4.27,5.38,2.53,2.85,105.38,6.06,8.59,3.19,5.4,106.31,20.38,10.1,24.79,14.69
10.93,72.56,3.71,98.57,4.34,5.8,3.41,2.38,145.81,6.18,7.38,4.23,3.15,147,20.93,14.59,28.88,14.3
8.3,66.88,1.06,98.93,3.04,4.09,1.62,2.47,143.25,4.68,7.74,2.05,5.69,144.25,17.73,10.35,21.94,11.58
9.46,69.06,1.47,98.97,5.23,6.95,3.97,2.98,53.5,7.5,9.16,5.2,3.95,54.19,19.19,9.82,23.33,13.51
9.83,72.5,0.79,99.43,3.69,5.24,2.08,3.16,41.62,5.23,7.05,3.52,3.53,42.19,19.01,9.48,23.15,13.67
10.62,68.5,0.11,99.64,3.64,4.85,2.48,2.36,55.12,5.23,6.43,2.91,3.52,55.44,21.63,12.24,26.73,14.5
10.62,60.44,0.01,99.66,2.17,3.07,0.73,2.34,65.06,2.85,5.05,0.97,4.09,65.44,23.73,13.16,28.52,15.37
10.13,52.06,0.01,99.29,1.9,4.64,0.62,4.02,229.94,3,9.38,0.84,8.53,229.62,25.12,10.37,30.07,19.69
11.23,69.44,2.8,99.13,2.92,4.8,1.82,2.97,241.31,4.37,9.41,2.49,6.91,240.5,21.73,8.27,26.19,17.92
10.86,65.75,0.13,99.31,2.42,3.83,0.23,3.61,157.81,3.53,7.8,0.58,7.22,152.94,22.58,12.04,28.05,16.01
11.78,55.62,0.03,98.95,4.7,5.47,3.74,1.73,150.56,7.21,9.93,5.37,4.56,151.56,26.69,12.44,32.14,19.7
11.6,51.81,0,98.16,5.84,7.16,4.8,2.35,191.94,8.52,10.35,6.05,4.3,192.38,28.08,16,35.77,19.77
10.19,59.06,8.85,98.6,2.41,4.79,0.34,4.44,208.62,3.48,7.32,0.57,6.75,207.69,23.12,13.41,29.47,16.05
8.73,65.75,3.7,98.57,5.34,9.14,0.45,8.7,228.12,7.29,11.14,0.98,10.16,227.88,18.3,6.12,20.58,14.47
7.08,51.25,0.01,98.63,2.8,4.52,1.14,3.38,125.69,4.07,7.97,1.15,6.82,127.5,19.67,11.62,24.58,12.96
9.28,85,22.68,98.6,5.19,7.1,2.38,4.73,261.88,7.01,8.94,3.82,5.12,263.19,15.14,3.76,16.58,12.83
7.51,72.06,0.74,99.14,4.52,5.39,2.45,2.93,275.94,6.38,7.64,4.82,2.82,276.69,14.94,7.32,19.12,11.8
7.93,60.81,0.91,98.91,4.66,6.02,3.69,2.34,203.38,7.27,9.84,4.31,5.53,204.31,18.4,12.88,23.28,10.4
10.07,69.94,2.11,98.99,2.72,3.89,1.63,2.26,214.75,4.07,7.46,1.66,5.8,168.38,19.9,11.53,25.04,13.51
11.29,74,0.31,99.1,2.23,3.48,1.48,2.01,143.5,3.31,6.89,1.62,5.27,141.75,20.83,10.66,25.57,14.92
12.15,66.69,0.15,98.7,4.45,5.5,3.55,1.95,92.69,6.84,10.02,4.29,5.73,93.62,23.93,12.58,30.57,17.99
10.38,61,0.83,98.53,4.36,7.72,2.05,5.66,214.19,6.19,9.31,3.12,6.2,213.12,22.63,9.38,27.35,17.98
7.63,48,0.03,98.21,3.8,6.51,0.95,5.56,221.19,5.7,9.68,1.55,8.13,221.31,22,10.89,27.74,16.86
8.06,55.06,1.02,97.82,4.11,5.66,2.7,2.97,224.94,6.06,8.7,3.98,4.71,225.31,20.43,10.55,24.95,14.4
7.87,61.06,0.83,98.62,4.84,7.98,1.24,6.73,243.69,6.45,9.65,1.74,7.91,243.88,18.28,8.84,22.29,13.45
7.51,59.31,0.89,98.75,4.51,7.08,1.73,5.34,237,6.38,8.61,2.99,5.62,236.81,18.1,11.87,23.29,11.42
8.91,80.81,7.15,98.56,2.38,3.82,0.7,3.12,199.62,3.32,4.86,0.97,3.89,200.75,15.31,6.89,18.68,11.79
8.12,71.88,2.03,98.04,2.49,3.7,0.59,3.12,180.5,3.81,6.14,0.63,5.51,182.12,16.21,11.77,21.29,9.52
8.67,78.5,5.14,97.97,5.31,8.49,2.74,5.75,103.62,7.5,10.68,5.38,5.3,104.31,15.44,5.31,18.64,13.33
8.18,71.81,1.24,99.19,2.86,3.59,1.98,1.61,304.19,4.09,5.78,3.07,2.7,304,16.23,8.45,19.4,10.94
7.87,68.62,0.29,99.69,2.69,4,1.21,2.78,304,3.88,5.81,1.8,4.01,303.44,16.4,7.56,19.52,11.95
8.12,65.31,0.01,99.99,3.65,4.92,2.59,2.34,314,5.55,7.41,3.63,3.78,314.62,17.83,11.2,22.69,11.49
9.34,70.5,0.58,100.1,3.94,5.19,2.61,2.58,203.5,5.59,7.19,4.56,2.62,203.5,18.98,9.51,23.71,14.2
10.13,74.5,0.15,100.01,3.32,4.61,1.84,2.77,66.69,4.84,6.32,3.04,3.28,66.88,19.26,9.68,23.41,13.73
9.7,69.62,0.02,99.55,3.89,5.2,2.86,2.34,51.62,5.73,6.56,3.84,2.73,52.44,19.76,11.04,24.77,13.73
10.25,68.38,0.06,99.24,3.05,3.9,2.27,1.62,30.94,4.56,5.77,2.78,3,31.44,20.9,12.41,25.9,13.51
10.07,66.12,0.56,99.25,3.2,4.51,1.77,2.73,222.75,4.61,5.57,3.02,2.56,207.62,21.36,11.11,26.61,15.5
9.52,66.62,1.41,99.12,3.88,6.8,1.46,5.34,250.5,5.19,8.59,2.62,5.97,250.81,20.07,9.91,25.18,15.27
5.92,58.69,0.22,99.64,3.96,7.22,1.2,6.02,116.5,4.77,9.02,1.71,7.3,116.44,14.58,8.63,19.17,10.55
7.26,59.25,0.03,99.89,3.57,4.92,1.73,3.2,265.94,5.03,7.2,2.58,4.62,266.31,17.34,15.03,24,8.97
9.83,64,0.09,99.63,4.89,6.12,3.45,2.67,248.75,7.23,8.33,5.69,2.65,249.19,21.07,11.16,26.4,15.24
10.44,58.88,0,99.27,3.73,5.2,1.21,3.99,237.06,5.38,7.66,1.9,5.76,237.62,23.84,13.22,29.56,16.34
9.7,54.69,0,98.75,4.01,5.36,2.66,2.69,174.19,6.28,8.84,4.22,4.62,174.69,23.66,12.76,29.55,16.8
10.8,61.94,4.25,98.2,3.93,5.79,1.45,4.34,187.06,5.71,8.94,2.65,6.29,187.44,23.02,11.29,29.42,18.13
11.41,69.88,0.35,98.49,2.02,4.7,0.58,4.12,172.75,2.99,7.31,0.84,6.48,170.19,21.98,8.57,26.15,17.58
11.29,68.12,2.43,98.45,4.48,6.38,3.14,3.24,126.25,6.38,9.39,5.01,4.38,127.5,22.61,13.35,29.66,16.31
8.79,63.12,0.49,98.85,5.48,8.09,2.85,5.23,210.5,7.74,9.91,5.44,4.47,210.31,19.76,10.02,25.02,14.99
9.22,70.44,1.12,99.36,4.78,6.18,2.86,3.31,243,6.71,8.82,5.47,3.35,243.88,18.47,8.3,22.66,14.36
9.16,57.62,0,99.73,5.99,7.45,4.55,2.89,216.06,8.45,10.16,7.3,2.86,217.5,21.94,14.29,28.96,14.66
10.31,54.62,0,99.54,5.47,8.64,3.45,5.19,246.75,8.34,11.63,5.12,6.51,247.81,25.44,15.81,33.62,17.81
8.97,60.94,0.03,99.93,5.83,8.23,2.91,5.31,287.56,8.02,9.75,5.74,4.01,287.81,20.37,11.53,24.4,12.87
6.65,58.25,0.21,100.48,1.74,2.66,1.06,1.59,185.88,2.53,4.98,1.17,3.8,185.19,16.96,11.49,21.62,10.13
8.42,62.88,1.35,99.82,2.13,3.23,0.73,2.5,132.56,3.14,6.2,0.77,5.44,134.69,19.13,10.68,24.9,14.23
9.03,62.44,0,99.57,2.09,3.38,0.08,3.3,144.06,3.44,6.48,0.1,6.38,155.19,20.33,13.22,26.39,13.17
9.77,57.88,0.03,99.29,4.09,5.35,2.47,2.88,164.88,6.16,8.94,4.41,4.53,166.38,22.94,12.7,29.69,16.98
10.56,62.56,0.58,98.82,5.02,8.58,1.76,6.82,221.81,7.12,10.73,3.27,7.46,223.69,22.67,10.93,28.91,17.98
10.99,88.19,19.54,98.92,4.09,7.67,2.84,4.83,231.5,5.55,9.95,3.28,6.68,232.5,17.3,7.23,19.91,12.69
6.1,82.12,5.62,99.68,6.34,8.85,2.05,6.8,341.69,8.45,11.2,3.83,7.38,327.56,9.38,5.3,12.11,6.81
4.76,63.5,0.03,100.73,1.83,2.62,1.12,1.5,243.38,2.72,4.7,1.34,3.36,242.62,10.31,9.38,15.3,5.92
4.94,67.94,0,100.74,2.44,3.23,1.91,1.32,93.69,3.47,5.36,2.2,3.16,93.62,9.59,7.88,14.09,6.23
5.68,63.38,0,100.2,2.84,5.09,1.72,3.38,167.69,4.36,8.97,2.19,6.79,168.5,12.99,14.49,19.58,5.08
6.04,50.06,0.01,99.13,5.49,7.8,3.52,4.28,209.94,8.37,9.91,6.67,3.23,210.62,17.83,15.49,25.87,10.37
8.06,65.75,2.35,98.92,3.39,5.7,0.38,5.31,274.06,5.1,7.25,0.62,6.63,273.5,17.78,11.84,24.52,12.69
5,65.5,2.75,99.73,4.94,7.33,2.25,5.08,314.88,6.45,8.55,3.49,5.05,315.19,10.23,8.48,14.09,5.61
4.58,60,0,100.22,4.38,5.97,2.45,3.52,258.69,6.55,8.8,4.08,4.72,259.38,10.47,13.36,16.69,3.33
5.13,66.88,0.21,100.11,3.59,4.59,2.29,2.3,232.69,5.39,7.78,3.99,3.79,232.56,10.44,10.52,15.35,4.83
3.42,55.38,0,100.16,3.35,3.79,2.27,1.52,70.25,4.99,7.3,3.58,3.73,71,8.05,12.42,14.08,1.66
3.91,56.44,0,99.53,2.01,3.2,0.88,2.32,145.06,3.03,5.68,1.18,4.5,146.94,9.64,14.77,16.85,2.07
6.16,72.38,3.12,98.94,5.33,7.46,3.27,4.19,203.75,7.79,9.79,5.5,4.29,204.25,11.52,11.44,17.3,5.86
6.23,73.06,0.59,98.77,5.5,8.88,3.34,5.53,244.12,8.01,10.96,6.48,4.48,244.25,11.91,8.26,16.47,8.22
5.68,80.31,1.96,98.96,6.07,7.51,4.2,3.3,264.56,8.2,9.39,6.39,3,265.44,8.76,4.84,11.58,6.74
5.37,85.69,3.19,99.59,3.52,4.9,1.72,3.18,259.25,4.84,5.9,3.15,2.75,259.69,7.05,3.15,8.26,5.11
4.7,83.62,3.88,100.14,3.6,5.9,2.14,3.75,316.62,5.3,7.26,3.96,3.29,316.94,5.55,7.24,9.38,2.14
4.58,89,5.45,100.29,6.66,9.77,3.23,6.54,215.12,9.05,12.22,6.34,5.88,216.31,4.2,5.49,6.13,0.64
6.1,84.31,0.43,100.03,3.98,5.63,2.34,3.28,216,5.98,8.51,4.66,3.85,217.12,9.16,7.02,13.07,6.05
5.92,72.56,0.05,99.74,6.26,8,3.35,4.65,222.62,8.76,10.07,6.59,3.48,223.56,11.35,10.74,16.32,5.58
4.76,68.38,5.17,99.55,4.39,7.62,1.23,6.4,174.31,5.66,9.52,1.66,7.85,174.5,8.55,8.17,11.83,3.66
3.78,67.56,0,99.79,2.23,2.94,1.38,1.56,185.12,2.98,4.53,1.87,2.66,185.31,6.04,11.21,11.33,0.12
5.43,73.81,0,99.31,4.4,6.05,2.88,3.17,170.44,6.62,10.15,4.4,5.75,171.62,9.55,15.77,16.58,0.81
5.98,78.12,5.54,98.26,6.7,8.16,5.29,2.88,198,9.16,10.3,7.53,2.77,198.88,9.69,12.33,15.09,2.77
3.85,80.69,1.62,99.06,9.39,11.7,6.09,5.6,227.56,12.12,14.58,8.32,6.27,228.88,3.07,4.53,5.24,0.71
3.78,77.12,7.37,99.89,7.93,10.39,4.85,5.53,237.75,10.46,12.9,7.02,5.88,238.88,3.85,5.23,6.55,1.32
4.21,74.75,1.32,100.14,4.11,6.39,2.48,3.91,281.69,5.82,8.83,3.77,5.05,281.56,5.84,8.11,10.12,2.01
4.33,74.19,0.03,100.59,5.05,6.77,2.74,4.04,238,7.5,9.12,4.26,4.87,238.81,6.44,13.2,12.45,-0.74
5.74,78.69,0.19,100.57,4.65,5.85,2.84,3.01,251.5,6.88,7.82,5.88,1.94,252.31,9.58,9.73,15.18,5.44
5.62,77.06,0.02,100.28,3.24,3.84,2.33,1.5,278.25,5.24,7.24,2.8,4.45,278.62,9.7,11.67,15.83,4.16
5.13,76.12,0.02,100.11,4.68,7.13,3.16,3.97,206.31,6.49,8.96,3.8,5.16,206.38,8.4,13.22,15.16,1.95
2.75,63.81,0,100.76,6.39,8.51,4.66,3.84,53.81,8.67,10.13,6.95,3.18,54.69,2.66,9.16,7.85,-1.31
2.5,61.81,0,100.85,6.87,8.97,5.3,3.67,64.81,9.28,10.82,7.23,3.59,65.75,2.17,12.41,8.65,-3.74
2.87,65.94,0.04,99.99,5.77,8.54,2.73,5.81,78.19,8.27,10.18,5.16,5.02,79.25,2.7,12.39,8.62,-3.77
4.82,79.94,0.29,99.61,1.77,2.7,0.68,2.02,111.38,2.57,4.76,0.98,3.77,97.69,6.44,11.09,12.05,0.96
4.27,76.19,0.02,99.89,3.05,4.14,1.91,2.23,235.88,4.34,5.09,3.02,2.07,236.06,5.68,9.68,10.68,0.99
4.82,90.19,4.81,99.64,2.45,3.79,0.66,3.13,216.5,3.78,6.23,0.76,5.48,217.5,4.69,4.88,7.13,2.26
4.27,75.31,0.01,100.52,3.27,4.35,2.19,2.16,219.31,5.3,8.66,3.12,5.54,220,5.78,13.87,12.61,-1.26
4.33,72.81,0,100.14,4.77,7.22,3.35,3.87,160.19,7.86,9.26,5.57,3.69,160.69,6.69,10.12,11.75,1.62
4.09,75.38,5.99,99.46,7.19,10.53,3.79,6.75,195,9.84,13.27,7.41,5.85,195.88,4.92,6.04,8.12,2.08
3.85,80.31,1.22,100.23,7.15,9.15,5.87,3.29,204.19,9.5,11.59,8.35,3.24,205.38,3.19,4.12,5.3,1.19
3.72,86.5,4.03,99.67,7.3,9.38,5.01,4.38,225.62,9.55,11.62,6.79,4.83,227.06,1.65,4.54,3.5,-1.04
